,Address,Beds,Phone,Price,Title
434,"3070 Del Monte Dr, Anaheim, CA 92804",1-3 Bed,844-842-1420,"$1,345 - 2,250",Rancho Del Monte
435,"7731 Trask Ave, Westminster, CA 92683",2 Bed,844-642-7058,"$1,825 - 1,840",Trask Apartments
436,"2283 Fountain Way E, Costa Mesa, CA 92627",2 Bed,844-294-3789,"$1,895 - 1,995",Sea Breeze Townhomes
437,"1260-1280 Walnut Ave, Tustin, CA 92780",Studio - 2 Bed,844-204-0847,"$1,500 - 2,000",Villa de Hacienda
438,"1412 Nisson Rd, Tustin, CA 92780",1 Bed,844-269-1556,"$1,525",Casa Cortez Apartments
439,"2520 W La Palma Ave, Anaheim, CA 92801",1 Bed,844-881-0234,"$1,495",La Palma Woods
440,"200 E Chapman Ave, Placentia, CA 92870",1-2 Bed,844-262-8818,"$1,550 - 1,850",Chapman Woods Apartments
441,"3582-3602 Green Ave, Los Alamitos, CA 90720",2 Bed,844-583-6544,"$2,395",La Arboleda
442,"8182 7th St, Buena Park, CA 90621",2-3 Bed,844-247-9088,"$1,795 - 2,095",Diamond Crest Apartments
443,"6741 W Ball St, Buena Park, CA 90620",2 Bed,844-813-4203,"$1,750",Casa Theresa
444,"1955 Wallace Ave, Costa Mesa, CA 92627",1-2 Bed,844-859-8107,"$1,641 - 2,191",Wallace Court
445,"450 N Armando St, Anaheim, CA 92806",1-2 Bed,844-245-9098,"$1,480 - 1,880",Colony Frontera
446,"9021 Grindlay St, Cypress, CA 90630",1-2 Bed,844-816-7775,"$975 - 1,675",Cypress Park Senior Community 55+
447,"5120 Lincoln Ave, Cypress, CA 90630",1 Bed,844-880-3258,"$1,000 - 1,325",Cypress Pointe Senior Community
448,"9632 Hamilton Ave, Huntington Beach, CA 92646",1-2 Bed,844-736-6709,"$1,700 - 2,200",Sea Environment Apartments
449,"2627 W Broadway, Anaheim, CA 92804",1-2 Bed,844-640-3361,"$1,440 - 1,890",Casa Del Prado Apartments
450,"2660 W Ball Rd, Anaheim, CA 92804",Studio - 3 Bed,844-216-8102,"$1,280 - 2,150",Balboa Apartments
451,"3300 W Lincoln Ave, Anaheim, CA 92801",1-2 Bed,844-231-7579,"$1,450 - 1,860",Sorrento Terrace Apartments
452,"100 N Rob Way, Anaheim, CA 92801",1-3 Bed,844-221-0707,"$1,420 - 2,210",Lincoln Terrace
453,"2441 W Lincoln Ave, Anaheim, CA 92801",1-2 Bed,844-824-9497,"$1,450 - 1,820",Sierra West Apartments
454,"2477 W Lincoln Ave, Anaheim, CA 92801",1-3 Bed,844-458-2688,"$1,420 - 2,160",Villa Del Rey
455,"3233 W Lincoln Ave, Anaheim, CA 92801",1-2 Bed,714-252-4621,"$1,510 - 1,860",Cambridge Terrace Apartments
456,"1250 S Euclid Ave, Anaheim, CA 92802",1-3 Bed,844-429-2467,"$1,450 - 2,225",Coronado Palms
457,"27260 Los Altos, Mission Viejo, CA 92691",1-3 Bed,844-508-8415,"$1,905 - 5,050",Vista Real Apartment Homes
458,"2000 Oxford Ave, Fullerton, CA 92831",Studio - 3 Bed,844-246-0044,"$1,004",Oxford North
459,"2100 W Commonwealth Ave, Fullerton, CA 92833",Studio,844-847-2827,"$1,230",Ambassador Inn Apartments
460,"16102 Springdale St, Huntington Beach, CA 92649",1 Bed,844-338-2241,"$1,595 - 1,600",The Lamplighter
461,"6900 Younger Dr, Buena Park, CA 90620",1-2 Bed,844-248-6019,"$1,500 - 1,850",L'abri Windsor Court Apartments
462,"1691 Mesa Dr, Newport Beach, CA 92660",1-2 Bed,844-201-3817,"$1,795 - 2,195",Newport Bay Terrace
463,"15652 Williams St, Tustin, CA 92780",Studio - 3 Bed,844-660-4930,"$1,425 - 2,600",The Alders Apartment Homes
464,"9600 Walker St, Cypress, CA 90630",1-2 Bed,844-736-3554,"$1,400 - 1,600",Robin Meadows
465,"2540 W Ball Rd, Anaheim, CA 92804",1-2 Bed,844-795-7548,"$1,550 - 1,850",Monticello Apartments
466,"955 W 19th St, Costa Mesa, CA 92627",Studio - 2 Bed,844-695-5312,"$1,611 - 2,116",Westlake Village
467,"3601 W Orange Ave, Anaheim, CA 92804",2 Bed,844-445-6048,"$1,850",Orange View Villas
468,"7270-7300 8th St, Buena Park, CA 90621",1-2 Bed,844-851-0971,"$1,300 - 1,600",Boardwalk & Park Place
469,"650 S Webster Ave, Anaheim, CA 92804",1-2 Bed,844-487-7395,"$1,550 - 1,795",The Villas at Anaheim
470,"601-635 N Chippewa Ave, Anaheim, CA 92801",1-3 Bed,844-412-6801,"$1,395 - 2,250",Cedar Glen
471,"2642 W Lincoln Ave, Anaheim, CA 92801",2 Bed,844-359-3002,"$1,695 - 1,975",Lincoln Park
472,"225 N Oak St, Orange, CA 92867",1-2 Bed,844-823-6224,"$1,450 - 1,700",Casa De Sol
473,"1560 S Highland Ave, Fullerton, CA 92832",Studio - 2 Bed,844-206-8262,"$1,350 - 1,900",Highland Meadows Apartments
474,"1722 N Bush St, Santa Ana, CA 92706",Studio - 2 Bed,844-429-2466,"$1,350 - 1,825",The Imperial Apartments
475,"500 N Park Vista St, Anaheim, CA 92806",1-3 Bed,844-305-6840,"$1,500 - 2,200",Park Meadows Apartments
476,"860-900 W Lambert Rd, La Habra, CA 90631",1-2 Bed,844-296-3448,"$1,525 - 1,845",Sand Castle Apartments
477,"17200 McFadden Ave, Tustin, CA 92780",1-3 Bed,844-342-1642,"$1,595 - 2,550",Country Squire Apartments
478,"1100 Stanford, Irvine, CA 92612",1-2 Bed,844-395-3078,"$2,200 - 3,000",Stanford Court
479,"13122 Benton St, Garden Grove, CA 92843",1-2 Bed,844-294-9142,"$1,450",Chanteclair Apartments
480,"353 S Tustin St, Orange, CA 92866",1-2 Bed,844-888-5039,"$1,050 - 1,600",Creekview Senior Community
481,"9642 Walker Ct, Cypress, CA 90630",1 Bed,844-231-9587,Call for Rent,Casa Walker
482,"10250 Beach Blvd, Stanton, CA 90680",2-3 Bed,844-467-1256,"$1,680 - 2,095",Faircrest Apartments
483,"9155 Central Ave, Garden Grove, CA 92844",1-2 Bed,844-527-9676,"$1,605 - 2,000",Park Grove
484,"13920 Hoover St, Westminster, CA 92683",Studio - 2 Bed,877-267-1342,"$1,195 - 1,895",HW Senior Apartments
485,"12221 Beach Blvd, Garden Grove, CA 92841",1-2 Bed,844-221-4503,"$1,585 - 1,875",Beach Creek Resort Apartments
486,"619 W Maple Ave, Orange, CA 92868",2 Bed,657-223-2444,"$1,995",Villas at Orange
487,"100 Stonecliff Aisle, Irvine, CA 92612",1-3 Bed,949-864-2339,"$2,215 - 4,810",Turtle Rock Canyon Apartment Homes
488,"1631 W Pampas Ln, Anaheim, CA 92802",2 Bed,844-892-3694,"$1,800",Pampas Lane Tropical Garden Apartments
489,"1680 W Tedmar Ave, Anaheim, CA 92802",1-2 Bed,844-864-8590,"$1,150 - 1,425",Casa Fortin Apartments
490,"110 S Balcom Ave, Fullerton, CA 92832",1-2 Bed,844-357-7125,"$1,595",Balcom Park Apartments
491,"15601 Tustin Village Way, Tustin, CA 92780",1-2 Bed,844-232-6114,"$1,695 - 1,935",Holiday Garden
492,"138 E Briardale Ave, Orange, CA 92865",1-2 Bed,844-780-4043,"$1,725 - 1,925",Briar Villa Apartments
493,"2111 W 17th St, Santa Ana, CA 92706",1-2 Bed,844-839-0095,"$1,525 - 1,835",Solare Apartments
494,"2783 N Auburn St, Orange, CA 92867",1-2 Bed,714-888-4768,"$1,675 - 2,150",Eastridge Apartment Homes
495,"10542 Westminster Ave, Garden Grove, CA 92843",1-2 Bed,844-353-2815,Call for Rent,Robin Meadows of Garden Grove
496,"727 S Lyon St, Santa Ana, CA 92705",1-2 Bed,844-831-7282,"$1,600 - 2,025",Las Fuentes
497,"526 W Vermont Ave, Anaheim, CA 92805",Studio - 2 Bed,844-360-1554,"$1,550 - 1,650",Lucera Luxury Apartment Homes
498,"2900 W Lincoln Ave, Anaheim, CA 92801",1-2 Bed,844-828-1545,"$1,200 - 1,675",The Biltmore Apartments
499,"7051 Cerritos Ave, Stanton, CA 90680",2 Bed,844-453-6845,"$1,695 - 1,720",Park Cerritos Apartments
500,"8882 Cerritos Ave, Anaheim, CA 92804",2-3 Bed,844-641-6915,"$1,750 - 1,995",Park Royal Apartments
501,"9662-9672 Maureen Dr, Garden Grove, CA 92841",1-2 Bed,844-648-7559,"$1,425",Mistyvale Apartments
502,"1800 Wallace Ave, Costa Mesa, CA 92627",Studio - 2 Bed,844-779-9892,Call for Rent,Monte Sereno Apartments
503,"3534 W Ball Rd, Anaheim, CA 92804",Studio - 2 Bed,844-817-5627,"$1,250 - 1,825",Cape Cod Apartments
504,"1025 N Tustin St, Orange, CA 92867",1-2 Bed,657-223-2422,"$1,550 - 1,800",Robin Meadows Orange
